ReferenceId,Source,Line,Kind,RawReference,NormalizedTarget,TerminalClass,Status,ResolvedTarget,Evidence
R00089,.github/workflows/add-community-extension.lock.yml,1231,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00090,.github/workflows/add-community-extension.lock.yml,1247,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00091,.github/workflows/add-community-extension.lock.yml,1307,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00092,.github/workflows/add-community-extension.lock.yml,1322,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00093,.github/workflows/add-community-extension.lock.yml,1335,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00094,.github/workflows/add-community-extension.lock.yml,1385,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00095,.github/workflows/add-community-extension.lock.yml,1402,yaml_uses,actions/setup-node@820762786026740c76f36085b0efc47a31fe5020,actions/setup-node@820762786026740c76f36085b0efc47a31fe5020,external_dependency,terminal,actions/setup-node@820762786026740c76f36085b0efc47a31fe5020,SHA/digest-pinned external action or container
R00096,.github/workflows/add-community-extension.lock.yml,1478,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00097,.github/workflows/add-community-extension.lock.yml,1489,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00098,.github/workflows/add-community-extension.lock.yml,1498,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00099,.github/workflows/add-community-extension.lock.yml,1539,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00100,.github/workflows/add-community-extension.lock.yml,1551,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00101,.github/workflows/add-community-extension.lock.yml,1563,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00102,.github/workflows/add-community-extension.lock.yml,1617,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00103,.github/workflows/add-community-extension.lock.yml,1632,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00104,.github/workflows/add-community-extension.lock.yml,1645,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00105,.github/workflows/add-community-extension.lock.yml,1652,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00106,.github/workflows/add-community-extension.lock.yml,1661,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00107,.github/workflows/add-community-extension.lock.yml,1669,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00108,.github/workflows/add-community-extension.lock.yml,1701,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00109,.github/workflows/add-community-extension.lock.yml,1719,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00110,.github/workflows/add-community-extension.md,216,markdown_link,<repository-url>,repository-url,prose_example,terminal,n/a,Markdown target resolution
R00111,.github/workflows/add-community-extension.md,1,generated_pair,.github/workflows/add-community-extension.lock.yml,.github/workflows/add-community-extension.lock.yml,generated_artifact,resolved,.github/workflows/add-community-extension.lock.yml,tracked Agentic Workflow source/lock pair
R00112,.github/workflows/add-community-preset.lock.yml,101,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00113,.github/workflows/add-community-preset.lock.yml,134,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00114,.github/workflows/add-community-preset.lock.yml,144,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00115,.github/workflows/add-community-preset.lock.yml,165,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00116,.github/workflows/add-community-preset.lock.yml,188,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00117,.github/workflows/add-community-preset.lock.yml,199,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00118,.github/workflows/add-community-preset.lock.yml,210,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00119,.github/workflows/add-community-preset.lock.yml,302,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00120,.github/workflows/add-community-preset.lock.yml,314,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00121,.github/workflows/add-community-preset.lock.yml,364,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00122,.github/workflows/add-community-preset.lock.yml,416,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00123,.github/workflows/add-community-preset.lock.yml,437,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00124,.github/workflows/add-community-preset.lock.yml,464,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00125,.github/workflows/add-community-preset.lock.yml,488,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00126,.github/workflows/add-community-preset.lock.yml,687,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00127,.github/workflows/add-community-preset.lock.yml,822,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00128,.github/workflows/add-community-preset.lock.yml,960,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00129,.github/workflows/add-community-preset.lock.yml,986,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00130,.github/workflows/add-community-preset.lock.yml,1000,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00131,.github/workflows/add-community-preset.lock.yml,1012,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00132,.github/workflows/add-community-preset.lock.yml,1037,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00133,.github/workflows/add-community-preset.lock.yml,1047,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00134,.github/workflows/add-community-preset.lock.yml,1063,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00135,.github/workflows/add-community-preset.lock.yml,1115,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00136,.github/workflows/add-community-preset.lock.yml,1130,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00137,.github/workflows/add-community-preset.lock.yml,1165,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00138,.github/workflows/add-community-preset.lock.yml,1177,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
