GearRow,Path,Category,Bytes,Lines,SHA256,SemanticMethod,SemanticSynopsis,ReferenceCount,TerminalClasses,ReferenceStatuses,BrokenReferenceCount,SourceEvidence
273,src/specify_cli/integrations/_install_commands.py,executable_source,13425,330,E7B10789C1963C921FBF63DA771BE6BD93ACB0159FBF7D097E688D139E4243E6,python_ast,"Python module; top-level symbols=integration_install,integration_uninstall",18,executable=15;external_dependency=3,resolved=15;terminal=3,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/_install_commands.py#L1-L330
274,src/specify_cli/integrations/_migrate_commands.py,executable_source,39853,900,B1A6DAA95E77A7F257819F9254F8EE6718CA887399D857982CE68CD5FB5E947E,python_ast,"Python module; top-level symbols=_manifest_tracks_skill_layout,_manifest_path_under,_legacy_command_root_changed,_legacy_command_root_upgrade_pending,_PresetRegistryUnreadableError,_installed_presets_affecting_agent,_installed_command_presets_affecting_agent,integration_switch,integration_upgrade",22,executable=17;external_dependency=5,resolved=17;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/_migrate_commands.py#L1-L900
275,src/specify_cli/integrations/_query_commands.py,executable_source,23172,574,E20A641C08BE42FB67B79EE496AD6FBE74A874741B1E4DD40BAEE7B01745C5F4,python_ast,"Python module; top-level symbols=integration_list,_print_integration_status_report,integration_status,integration_use,integration_search,integration_info,integration_catalog_list,integration_catalog_add,integration_catalog_remove",30,executable=23;external_dependency=7,resolved=23;terminal=7,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/_query_commands.py#L1-L574
276,src/specify_cli/integrations/_scaffold_commands.py,executable_source,2117,55,36C742525DDAF22130E583A8BB28D860FC1D2E483E961B92D73E4171838C7217,python_ast,Python module; top-level symbols=integration_scaffold,8,executable=4;external_dependency=4,resolved=4;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/_scaffold_commands.py#L1-L55
277,src/specify_cli/integrations/agy/__init__.py,executable_source,4356,131,006502056AFD51B6CC593010917F5F98BA3FC942CF99967799785EE95D8BB786,python_ast,Python module; top-level symbols=AgyIntegration,7,executable=2;external_dependency=5,resolved=2;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/agy/__init__.py#L1-L131
278,src/specify_cli/integrations/alquimia/__init__.py,executable_source,6156,166,21C5A68DB79670CDE2390E6B0DD4FF0DD366809485F09ED6D76DC0CDEF643364,python_ast,Python module; top-level symbols=AlquimiaAIIntegration,5,executable=3;external_dependency=2,resolved=3;terminal=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/alquimia/__init__.py#L1-L166
279,src/specify_cli/integrations/amp/__init__.py,executable_source,486,21,06407FFE355696048246256CF502473B54FC4F01C9FD78AEB34D4BE14157B00F,python_ast,Python module; top-level symbols=AmpIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/amp/__init__.py#L1-L21
280,src/specify_cli/integrations/auggie/__init__.py,executable_source,564,22,CCFD395CB928192E366E26EA5384B5114610E8859F08FD82CE591D6A056C45B8,python_ast,Python module; top-level symbols=AuggieIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/auggie/__init__.py#L1-L22
281,src/specify_cli/integrations/base.py,executable_source,69513,1808,6596D5DC991DD8AE09F90E05CD215E7907A82294E799BF84615D90CCE2CDA2CE,python_ast,"Python module; top-level symbols=yaml_quote,IntegrationOption,IntegrationBase,MarkdownIntegration,TomlIntegration,YamlIntegration,SkillsIntegration",24,executable=7;external_dependency=17,resolved=7;terminal=17,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/base.py#L1-L1808
282,src/specify_cli/integrations/bob/__init__.py,executable_source,11256,284,963099DAC3C13EC8D6856AA5D9D70F4B46DB6126206E8E360553CA830D22FD84,python_ast,"Python module; top-level symbols=_validate_mode_options,_warn_legacy_commands_deprecated,_BobSkillsHelper,_BobMarkdownHelper,BobIntegration",8,executable=3;external_dependency=5,resolved=3;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/bob/__init__.py#L1-L284
283,src/specify_cli/integrations/catalog.py,executable_source,34691,846,D9180EE876FA4B20D8CBCFC53725214C2E635CA59E3E888D72C43621AE3AC8A2,python_ast,"Python module; top-level symbols=IntegrationCatalogError,IntegrationValidationError,IntegrationDescriptorError,_catalog_shape_error,IntegrationCatalogEntry,IntegrationCatalog,IntegrationDescriptor",17,executable=3;external_dependency=14,resolved=3;terminal=14,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/catalog.py#L1-L846
284,src/specify_cli/integrations/claude/__init__.py,executable_source,8517,216,B0F678A2AA6FFDD3D371592759F427DDF9713BE4A0228951CB472654777272D8,python_ast,Python module; top-level symbols=ClaudeIntegration,5,executable=3;external_dependency=2,resolved=3;terminal=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/claude/__init__.py#L1-L216
285,src/specify_cli/integrations/cline/__init__.py,executable_source,6602,185,6B7668E34DCF5819F3F6004ABF4E0DD36FF530061EB166E95C86DA43C4B51DB7,python_ast,"Python module; top-level symbols=format_cline_command_name,ClineIntegration",6,executable=2;external_dependency=4,resolved=2;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/cline/__init__.py#L1-L185
286,src/specify_cli/integrations/codebuddy/__init__.py,executable_source,558,22,B657BBD7D83331526CA61F871150CF48ABC78340C51EF16773E6EA8A9AE1A422,python_ast,Python module; top-level symbols=CodebuddyIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/codebuddy/__init__.py#L1-L22
287,src/specify_cli/integrations/codex/__init__.py,executable_source,2135,73,121C9E59466576CAAF25A05AA18DA1A09DE8582E79415AE025B6CCF50675525D,python_ast,Python module; top-level symbols=CodexIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/codex/__init__.py#L1-L73
288,src/specify_cli/integrations/copilot/__init__.py,executable_source,21319,568,F48463B80CD7D6492698C6055FC7CBF9150AA2E06992A6503E499E64E1F42A88,python_ast,"Python module; top-level symbols=_copilot_executable,_allow_all,_warn_legacy_markdown_default,_CopilotSkillsHelper,CopilotIntegration",13,executable=3;external_dependency=10,resolved=3;terminal=10,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/copilot/__init__.py#L1-L568
289,src/specify_cli/integrations/cursor_agent/__init__.py,executable_source,4353,116,F921E8072029C4C87C0AC0167CC6A441F48DECC23F54E332C0EAF008CEBF25C8,python_ast,Python module; top-level symbols=CursorAgentIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/cursor_agent/__init__.py#L1-L116
290,src/specify_cli/integrations/devin/__init__.py,executable_source,2911,85,1227250AFF25A8F98B86EF9A2F3F757BF177EA31F8C77BD9EC3BF69C24253296,python_ast,Python module; top-level symbols=DevinIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/devin/__init__.py#L1-L85
291,src/specify_cli/integrations/droid/__init__.py,executable_source,5530,136,80D75CB654D6F54B620104F29ABB600175E92A5FEF342C6B55879FF4FA8E9A84,python_ast,Python module; top-level symbols=DroidIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/droid/__init__.py#L1-L136
292,src/specify_cli/integrations/firebender/__init__.py,executable_source,1121,33,CBC64FE4D3F2A9A89B5E1CA14951B70EAE8C6BE3014D600DE3130B99147959F6,python_ast,Python module; top-level symbols=FirebenderIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/firebender/__init__.py#L1-L33
293,src/specify_cli/integrations/forge/__init__.py,executable_source,8081,219,0ADC02C10108535275FA47C76B521406FA4B7F6056BCC9ECE18C60F1018FDBD5,python_ast,"Python module; top-level symbols=format_forge_command_name,ForgeIntegration",5,executable=2;external_dependency=3,resolved=2;terminal=3,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/forge/__init__.py#L1-L219
294,src/specify_cli/integrations/gemini/__init__.py,executable_source,1381,41,3A92B357BAE4B42BEE8033C21E382D6F3669C3403F2A9626381F9A10889B9E5B,python_ast,Python module; top-level symbols=GeminiIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/gemini/__init__.py#L1-L41
295,src/specify_cli/integrations/generic/__init__.py,executable_source,5356,148,DF60987544557C78557116B58DBC5CCB315324380B03CF640E737A5E3A16C03E,python_ast,Python module; top-level symbols=GenericIntegration,6,executable=2;external_dependency=4,resolved=2;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/generic/__init__.py#L1-L148
296,src/specify_cli/integrations/goose/__init__.py,executable_source,544,21,994F1BE3477B62D5809E7A9FC9139EFC903CE2A729AB0B1054DCEE18B0D24601,python_ast,Python module; top-level symbols=GooseIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/goose/__init__.py#L1-L21
297,src/specify_cli/integrations/grok/__init__.py,executable_source,1788,61,4F3CB44FFC4DF67614C9D902CC02A3D170B32F4B2DD842C4794B6CF57E1598BE,python_ast,Python module; top-level symbols=GrokIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/grok/__init__.py#L1-L61
298,src/specify_cli/integrations/hermes/__init__.py,executable_source,10546,278,F9BE5AD4AE4C013CA1A01C710009009AFACA33710CA4BF5957CDA9F13F4E5933,python_ast,Python module; top-level symbols=HermesIntegration,7,executable=2;external_dependency=5,resolved=2;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/hermes/__init__.py#L1-L278
299,src/specify_cli/integrations/junie/__init__.py,executable_source,524,22,0EF1E27B3B62944DD80D4204001C5B5B324AEB6045B095B8E942F310D9EDAB88,python_ast,Python module; top-level symbols=JunieIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/junie/__init__.py#L1-L22
300,src/specify_cli/integrations/kilocode/__init__.py,executable_source,544,23,FA8EF5421E379F05432E7EE42B886C467E64AE10C85EEB084973F6759ABED9B8,python_ast,Python module; top-level symbols=KilocodeIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/kilocode/__init__.py#L1-L23
301,src/specify_cli/integrations/kimi/__init__.py,executable_source,13841,371,8936D1603BAF563DE1DD9E07386EA886392B5F0D908F1989C6074DCAC6C02C98,python_ast,"Python module; top-level symbols=KimiIntegration,_has_symlinked_component,_is_safe_legacy_dir,_migrate_legacy_kimi_skills_dir,_legacy_to_target_name,_is_speckit_generated_skill,_migrate_legacy_kimi_dotted_skills",7,executable=2;external_dependency=5,resolved=2;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/kimi/__init__.py#L1-L371
302,src/specify_cli/integrations/kiro_cli/__init__.py,executable_source,1405,37,36F2EE5C2F3872923335DBE4ACF3EC0CA4D828B491C87E004BFEAD891CDE3D90,python_ast,Python module; top-level symbols=KiroCliIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/kiro_cli/__init__.py#L1-L37
303,src/specify_cli/integrations/lingma/__init__.py,executable_source,1052,42,B7A11BF93A1BB1C2F027E8C4F352FC3C9065A5FDFB2255C99AB855F820F80443,python_ast,Python module; top-level symbols=LingmaIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/lingma/__init__.py#L1-L42
304,src/specify_cli/integrations/manifest.py,executable_source,22015,524,A353B9625A88418ADD3B1B9D6C8651103913F9CE916D3714AF8846994448F3CD,python_ast,"Python module; top-level symbols=_sha256,_validate_rel_path,_manifest_path_label,_ensure_safe_manifest_directory,_ensure_safe_manifest_destination,IntegrationManifest",8,external_dependency=8,terminal=8,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/manifest.py#L1-L524
305,src/specify_cli/integrations/omp/__init__.py,executable_source,1423,46,05502D6FA3AE15294F2E29AB5377E815A3864C658BA34BC91CA83E729038CC7C,python_ast,Python module; top-level symbols=OmpIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/omp/__init__.py#L1-L46
306,src/specify_cli/integrations/opencode/__init__.py,executable_source,1752,60,A5470576BEB6C0751459EA5B15C5DC360E247724282D6B0A0A1F75FE0A7E6748,python_ast,Python module; top-level symbols=OpencodeIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/opencode/__init__.py#L1-L60
307,src/specify_cli/integrations/pi/__init__.py,executable_source,551,22,C43092587C54AE6A6AD1361856F1C0E079349F2C5A5CD6B3D36FD880A4BB16BB,python_ast,Python module; top-level symbols=PiIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/pi/__init__.py#L1-L22
308,src/specify_cli/integrations/qodercli/__init__.py,executable_source,519,22,0A16BA17F5473A15EEA4B7FCEF5BCEDA1D9550BF2AC44C7FB7EC508B6A8AF391,python_ast,Python module; top-level symbols=QodercliIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/qodercli/__init__.py#L1-L22
309,src/specify_cli/integrations/qwen/__init__.py,executable_source,1226,39,D9E41DE8C13B82FEF5230BEA172B69848A63C04A82E96AD9E65FAB7D63B49367,python_ast,Python module; top-level symbols=QwenIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/qwen/__init__.py#L1-L39
310,src/specify_cli/integrations/rovodev/__init__.py,executable_source,8455,249,B7DAD410EC47204DDB65BC357403378880484343DE1ED0F2398C0C7CBAD7F480,python_ast,Python module; top-level symbols=RovodevIntegration,7,executable=2;external_dependency=5,resolved=2;terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/rovodev/__init__.py#L1-L249
311,src/specify_cli/integrations/shai/__init__.py,executable_source,509,22,01A1AC32F3AA945F1C6764CDF2C413A6607985CAA3E5840646BC3BC64D2B3328,python_ast,Python module; top-level symbols=ShaiIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/shai/__init__.py#L1-L22
312,src/specify_cli/integrations/tabnine/__init__.py,executable_source,1482,42,B54317E6125D7D9D6BF00C79FBFE20A4AAB228384980330A6DDE3DC7BF62D64E,python_ast,Python module; top-level symbols=TabnineIntegration,1,executable=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/tabnine/__init__.py#L1-L42
313,src/specify_cli/integrations/trae/__init__.py,executable_source,1097,41,7530F4D35525033D6F96042DBC3E14EA6BBFB4D3620BF9D0758208F344227634,python_ast,Python module; top-level symbols=TraeIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/trae/__init__.py#L1-L41
314,src/specify_cli/integrations/vibe/__init__.py,executable_source,3445,110,F7C062B21961DE8C44C9B54305E7FB27B0C86D65899DE60B07C886142F1FA7BD,python_ast,Python module; top-level symbols=VibeIntegration,6,executable=2;external_dependency=4,resolved=2;terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/vibe/__init__.py#L1-L110
315,src/specify_cli/integrations/zcode/__init__.py,executable_source,1198,43,B5B0A5ECF17054F4BD27950A52EB7D79147F58E7811253A8EBAB7D2E2079AF97,python_ast,Python module; top-level symbols=ZcodeIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/zcode/__init__.py#L1-L43
316,src/specify_cli/integrations/zed/__init__.py,executable_source,838,34,5F2103A5A048BB49AFFDD6F2425DB8AAEB2E8482B64732A68AD9D33C243518A5,python_ast,Python module; top-level symbols=ZedIntegration,2,executable=1;external_dependency=1,resolved=1;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/integrations/zed/__init__.py#L1-L34
317,src/specify_cli/presets/__init__.py,executable_source,249083,5639,5BBA0C62902D3F9BE517A1D0D0952D2C713D908FBB03178833EA3758ABD63010,python_ast,"Python module; top-level symbols=_content_sha256,_constitution_is_generated,_constitution_provenance_matches_preset,_materialize_constitution_template,_substitute_core_template,PresetCatalogEntry,PresetError,PresetValidationError,PresetCompatibilityError,PresetManifest,PresetRegistry,PresetManager",81,executable=57;external_dependency=24,resolved=57;terminal=24,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/presets/__init__.py#L1-L5639
